"Immune_cells" "Inflammation" "Neutrophils" "Proliferation" "Th1" "Th17" "Patient" "Perturbation" "Apoptosis"
"992" 1 1 1 0.932 0.953 0.926 "GSM1315685" "IL36R_OFF" 0
"993" 1 1 1 0.3 1 0.293 "GSM1315629" "IL17R_OFF" 0.265
"994" 1 1 1 0.623 1 0.622 "GSM1315629" "IL22R_OFF" 0.248
"995" 1 1 1 0.6 1 0.596 "GSM1315629" "IL1R1_OFF" 0.215
"996" 1 1 1 0.635 0.981 0.629 "GSM1315629" "IFNGR_OFF" 0.24
"997" 1 1 1 0.587 1 0.581 "GSM1315629" "IFNAR_OFF" 0.221
"998" 1 1 1 0 1 0 "GSM1315629" "TNFRSF1A_OFF" 0.229
"999" 1 1 1 0.618 1 0.62 "GSM1315629" "IL6R_OFF" 0.235
"1000" 1 1 1 0.587 1 0.581 "GSM1315629" "IL36R_OFF" 0.221
"1001" 1 1 1 0 1 0 "GSM1315679" "IL17R_OFF" 0
"1002" 1 1 1 1 1 1 "GSM1315679" "IL22R_OFF" 0
"1003" 1 1 1 1 1 1 "GSM1315679" "IL1R1_OFF" 0
"1004" 1 1 1 1 1 1 "GSM1315679" "IFNGR_OFF" 0
"1005" 1 1 1 1 1 1 "GSM1315679" "IFNAR_OFF" 0
"1006" 1 1 1 0 1 0 "GSM1315679" "TNFRSF1A_OFF" 0
"1007" 1 1 1 1 1 1 "GSM1315679" "IL6R_OFF" 0
"1008" 1 1 1 1 1 1 "GSM1315679" "IL36R_OFF" 0
"1009" 1 1 1 0.002 1 0.001 "GSM1023437" "IL17R_OFF" 0.173
"1010" 1 1 1 0.356 1 0.177 "GSM1023437" "IL22R_OFF" 0.172
"1011" 1 1 1 0.348 1 0.191 "GSM1023437" "IL1R1_OFF" 0.201
"1012" 1 1 1 0.343 0.978 0.155 "GSM1023437" "IFNGR_OFF" 0.172
"1013" 1 1 1 0.352 1 0.195 "GSM1023437" "IFNAR_OFF" 0.201
"1014" 1 1 1 0 1 0 "GSM1023437" "TNFRSF1A_OFF" 0.192
"1015" 1 1 1 0.365 1 0.194 "GSM1023437" "IL6R_OFF" 0.165
"1016" 1 1 1 0.352 1 0.195 "GSM1023437" "IL36R_OFF" 0.201
"1017" 1 1 1 0 1 0 "GSM3293921" "IL17R_OFF" 0
"1018" 1 1 1 0.522 1 0.502 "GSM3293921" "IL22R_OFF" 0
"1019" 1 1 1 0.527 1 0.503 "GSM3293921" "IL1R1_OFF" 0
"1020" 1 1 1 0.508 0.981 0.487 "GSM3293921" "IFNGR_OFF" 0
"1021" 1 1 1 0.538 1 0.525 "GSM3293921" "IFNAR_OFF" 0
"1022" 1 1 1 0 1 0 "GSM3293921" "TNFRSF1A_OFF" 0
"1023" 1 1 1 0.542 1 0.527 "GSM3293921" "IL6R_OFF" 0
"1024" 1 1 1 0.538 1 0.525 "GSM3293921" "IL36R_OFF" 0
"1025" 1 1 1 0.105 1 0.104 "GSM1315693" "IL17R_OFF" 0
"1026" 1 1 1 0.727 1 0.729 "GSM1315693" "IL22R_OFF" 0
"1027" 1 1 1 0.737 1 0.735 "GSM1315693" "IL1R1_OFF" 0
"1028" 1 1 1 0.733 0.998 0.74 "GSM1315693" "IFNGR_OFF" 0
"1029" 1 1 1 0.748 1 0.744 "GSM1315693" "IFNAR_OFF" 0
"1030" 1 1 1 0 1 0 "GSM1315693" "TNFRSF1A_OFF" 0
"1031" 1 1 1 0.733 1 0.733 "GSM1315693" "IL6R_OFF" 0
"1032" 1 1 1 0.748 1 0.744 "GSM1315693" "IL36R_OFF" 0
"1033" 1 0.98 1 0.011 0.993 0.011 "GSM2211697" "IL17R_OFF" 0
"1034" 1 1 1 0.972 0.996 0.955 "GSM2211697" "IL22R_OFF" 0
"1035" 1 1 1 0.963 0.992 0.949 "GSM2211697" "IL1R1_OFF" 0
"1036" 1 1 1 0.97 0.992 0.957 "GSM2211697" "IFNGR_OFF" 0
"1037" 1 1 1 0.965 0.992 0.952 "GSM2211697" "IFNAR_OFF" 0
"1038" 1 1 1 0 0.993 0 "GSM2211697" "TNFRSF1A_OFF" 0
"1039" 1 1 1 0.971 0.99 0.95 "GSM2211697" "IL6R_OFF" 0
"1040" 1 1 1 0.965 0.992 0.952 "GSM2211697" "IL36R_OFF" 0
"1041" 1 1 1 0.026 1 0.024 "GSM1656068" "IL17R_OFF" 0
"1042" 1 1 1 1 1 1 "GSM1656068" "IL22R_OFF" 0
"1043" 1 1 1 1 1 1 "GSM1656068" "IL1R1_OFF" 0
"1044" 1 1 1 1 1 1 "GSM1656068" "IFNGR_OFF" 0
"1045" 1 1 1 1 1 1 "GSM1656068" "IFNAR_OFF" 0
"1046" 1 1 1 0.001 1 0.001 "GSM1656068" "TNFRSF1A_OFF" 0
"1047" 1 1 1 1 1 1 "GSM1656068" "IL6R_OFF" 0
"1048" 1 1 1 1 1 1 "GSM1656068" "IL36R_OFF" 0
"1049" 1 1 1 0 1 0 "GSM1315702" "IL17R_OFF" 0
"1050" 1 1 1 1 1 1 "GSM1315702" "IL22R_OFF" 0
"1051" 1 1 1 1 1 1 "GSM1315702" "IL1R1_OFF" 0
"1052" 1 1 1 0.999 1 0.999 "GSM1315702" "IFNGR_OFF" 0
"1053" 1 1 1 1 1 1 "GSM1315702" "IFNAR_OFF" 0
"1054" 1 1 1 0 1 0 "GSM1315702" "TNFRSF1A_OFF" 0
"1055" 1 1 1 1 1 1 "GSM1315702" "IL6R_OFF" 0
"1056" 1 1 1 1 1 1 "GSM1315702" "IL36R_OFF" 0
"1057" 1 1 1 0.004 1 0.004 "GSM1315778" "IL17R_OFF" 0
"1058" 1 1 1 1 1 0.952 "GSM1315778" "IL22R_OFF" 0
"1059" 1 1 1 1 1 0.932 "GSM1315778" "IL1R1_OFF" 0
"1060" 1 1 1 1 1 0.936 "GSM1315778" "IFNGR_OFF" 0
"1061" 1 1 1 1 1 0.931 "GSM1315778" "IFNAR_OFF" 0
"1062" 1 1 1 0.006 1 0.006 "GSM1315778" "TNFRSF1A_OFF" 0
"1063" 1 1 1 1 1 0.946 "GSM1315778" "IL6R_OFF" 0
"1064" 1 1 1 1 1 0.931 "GSM1315778" "IL36R_OFF" 0
"1065" 1 1 1 0.042 1 0.041 "GSM1315615" "IL17R_OFF" 0
"1066" 1 1 1 0.492 1 0.493 "GSM1315615" "IL22R_OFF" 0
"1067" 1 1 1 0.475 1 0.474 "GSM1315615" "IL1R1_OFF" 0
"1068" 1 1 1 0.476 1 0.481 "GSM1315615" "IFNGR_OFF" 0
"1069" 1 1 1 0.491 1 0.483 "GSM1315615" "IFNAR_OFF" 0
"1070" 1 1 1 0.132 1 0.133059 "GSM1315615" "TNFRSF1A_OFF" 0
"1071" 1 1 1 0.484 1 0.481479 "GSM1315615" "IL6R_OFF" 0
"1072" 1 1 1 0.491 1 0.483 "GSM1315615" "IL36R_OFF" 0
"1073" 1 1 1 0 1 0 "GSM1315760" "IL17R_OFF" 0
"1074" 1 1 1 0.956 1 0.957 "GSM1315760" "IL22R_OFF" 0
"1075" 1 1 1 0.939 1 0.94 "GSM1315760" "IL1R1_OFF" 0
"1076" 1 1 1 0.949 1 0.947 "GSM1315760" "IFNGR_OFF" 0
"1077" 1 1 1 0.936 1 0.937 "GSM1315760" "IFNAR_OFF" 0
"1078" 1 1 1 0 1 0 "GSM1315760" "TNFRSF1A_OFF" 0
"1079" 1 1 1 0.934 1 0.937 "GSM1315760" "IL6R_OFF" 0
"1080" 1 1 1 0.936 1 0.937 "GSM1315760" "IL36R_OFF" 0
"1081" 1 1 1 0.197 1 0.197 "GSM1561615" "IL17R_OFF" 0
"1082" 1 1 1 0.8 1 0.799 "GSM1561615" "IL22R_OFF" 0
"1083" 1 1 1 0.787601 1 0.786 "GSM1561615" "IL1R1_OFF" 0
"1084" 1 1 1 0.755 1 0.754 "GSM1561615" "IFNGR_OFF" 0
"1085" 1 1 1 0.792601 1 0.791 "GSM1561615" "IFNAR_OFF" 0
"1086" 1 1 1 0 1 0 "GSM1561615" "TNFRSF1A_OFF" 0
"1087" 1 1 1 0.787 1 0.786 "GSM1561615" "IL6R_OFF" 0
"1088" 1 1 1 0.792601 1 0.791 "GSM1561615" "IL36R_OFF" 0
"1089" 1 1 1 0 1 0 "GSM1315696" "IL17R_OFF" 0
"1090" 1 1 1 1 1 1 "GSM1315696" "IL22R_OFF" 0
"1091" 1 1 1 1 1 1 "GSM1315696" "IL1R1_OFF" 0
"1092" 1 1 1 1 1 1 "GSM1315696" "IFNGR_OFF" 0
"1093" 1 1 1 1 1 1 "GSM1315696" "IFNAR_OFF" 0
"1094" 1 1 1 0 1 0 "GSM1315696" "TNFRSF1A_OFF" 0
"1095" 1 1 1 1 1 1 "GSM1315696" "IL6R_OFF" 0
"1096" 1 1 1 1 1 1 "GSM1315696" "IL36R_OFF" 0
"1097" 1 1 0.995 0 1 0 "GSM1930384" "IL17R_OFF" 0
"1098" 1 1 0.998 0.644 1 0.638 "GSM1930384" "IL22R_OFF" 0
"1099" 1 1 0.996 0.641 1 0.644 "GSM1930384" "IL1R1_OFF" 0
"1100" 1 1 0.975 0.664 1 0.659 "GSM1930384" "IFNGR_OFF" 0
"1101" 1 1 0.993 0.641 1 0.638 "GSM1930384" "IFNAR_OFF" 0
"1102" 1 1 0.994 0.003 1 0.003 "GSM1930384" "TNFRSF1A_OFF" 0
"1103" 1 1 0.992 0.646302 1 0.635 "GSM1930384" "IL6R_OFF" 0
"1104" 1 1 0.993 0.641 1 0.638 "GSM1930384" "IL36R_OFF" 0
"1105" 1 1 1 0.046 1 0.043 "GSM1163014" "IL17R_OFF" 0
"1106" 1 1 1 0.998 1 1 "GSM1163014" "IL22R_OFF" 0
"1107" 1 1 1 0.999 1 1 "GSM1163014" "IL1R1_OFF" 0
"1108" 1 1 1 0.999 1 1 "GSM1163014" "IFNGR_OFF" 0
"1109" 1 1 1 0.999 1 1 "GSM1163014" "IFNAR_OFF" 0
"1110" 1 1 1 0.035 1 0.034 "GSM1163014" "TNFRSF1A_OFF" 0
"1111" 1 1 1 0.996 1 1 "GSM1163014" "IL6R_OFF" 0
"1112" 1 1 1 0.999 1 1 "GSM1163014" "IL36R_OFF" 0
"1113" 1 1 1 0 0.999 0 "GSM3293919" "IL17R_OFF" 0.002
"1114" 1 1 1 0.518 0.998 0.454 "GSM3293919" "IL22R_OFF" 0.001
"1115" 1 1 1 0.479 0.998 0.424 "GSM3293919" "IL1R1_OFF" 0.001
"1116" 1 1 1 0.456 0.992 0.406 "GSM3293919" "IFNGR_OFF" 0.001
"1117" 1 1 1 0.494 0.999 0.435 "GSM3293919" "IFNAR_OFF" 0
"1118" 1 1 1 0 0.998 0 "GSM3293919" "TNFRSF1A_OFF" 0.002
"1119" 1 1 1 0.488 1 0.442 "GSM3293919" "IL6R_OFF" 0.001
"1120" 1 1 1 0.494 0.999 0.435 "GSM3293919" "IL36R_OFF" 0
"1121" 1 0.787 1 0.048 0.5 0.013 "GSM1315754" "IL17R_OFF" 0.008
"1122" 1 0.87 1 0.23 0.508973 0.06 "GSM1315754" "IL22R_OFF" 0.009
"1123" 1 0.886 1 0.226 0.511 0.06 "GSM1315754" "IL1R1_OFF" 0.008
"1124" 0.999 0.882 0.741 0.258 0.507 0.051 "GSM1315754" "IFNGR_OFF" 0.008
"1125" 1 0.884 1 0.232 0.512 0.061 "GSM1315754" "IFNAR_OFF" 0.008
"1126" 1 0.872 1 0.016 0.521 0.005 "GSM1315754" "TNFRSF1A_OFF" 0.005
"1127" 1 0.883358 1 0.251 0.523 0.066 "GSM1315754" "IL6R_OFF" 0.004
"1128" 1 0.884 1 0.232 0.512 0.061 "GSM1315754" "IL36R_OFF" 0.008
"1129" 1 1 1 0.624 1 0.624 "GSM1561614" "IL17R_OFF" 0.03
"1130" 1 1 1 0.704 1 0.707 "GSM1561614" "IL22R_OFF" 0.038
"1131" 1 1 1 0.721 1 0.717 "GSM1561614" "IL1R1_OFF" 0.018
"1132" 1 1 1 0.7 0.874 0.7 "GSM1561614" "IFNGR_OFF" 0.024
"1133" 1 1 1 0.705 1 0.7 "GSM1561614" "IFNAR_OFF" 0.02
"1134" 1 1 1 0.082 1 0.084 "GSM1561614" "TNFRSF1A_OFF" 0.012
"1135" 1 1 1 0.712 1 0.711 "GSM1561614" "IL6R_OFF" 0.03
"1136" 1 1 1 0.705 1 0.7 "GSM1561614" "IL36R_OFF" 0.02
"1137" 1 1 1 0 1 0 "GSM1315750" "IL17R_OFF" 0
"1138" 1 1 1 0.981 1 0.923 "GSM1315750" "IL22R_OFF" 0
"1139" 1 1 1 0.97 1 0.917 "GSM1315750" "IL1R1_OFF" 0
"1140" 1 1 1 0.985 1 0.916 "GSM1315750" "IFNGR_OFF" 0
"1141" 1 1 1 0.971 1 0.915 "GSM1315750" "IFNAR_OFF" 0
"1142" 1 1 1 0 1 0 "GSM1315750" "TNFRSF1A_OFF" 0
"1143" 1 1 1 0.987 1 0.912 "GSM1315750" "IL6R_OFF" 0
"1144" 1 1 1 0.971 1 0.915 "GSM1315750" "IL36R_OFF" 0
"1145" 1 0.96 0.983 0 0.975 0 "GSM1930396" "IL17R_OFF" 0
"1146" 1 0.995 0.999 0.87 0.987 0.765627 "GSM1930396" "IL22R_OFF" 0
"1147" 1 0.998 1 0.884 0.985 0.773 "GSM1930396" "IL1R1_OFF" 0
"1148" 1 0.996 0.992 0.866 0.979 0.754 "GSM1930396" "IFNGR_OFF" 0
"1149" 1 0.995 1 0.873 0.982 0.757 "GSM1930396" "IFNAR_OFF" 0
"1150" 1 0.993 0.987 0 0.977 0 "GSM1930396" "TNFRSF1A_OFF" 0
"1151" 1 0.997 1 0.872 0.983 0.77 "GSM1930396" "IL6R_OFF" 0
"1152" 1 0.995 1 0.873 0.982 0.757 "GSM1930396" "IL36R_OFF" 0
"1153" 1 0.999 1 0.023 0.908 0.02 "GSM3293924" "IL17R_OFF" 0.004
"1154" 1 1 1 0.447 0.924 0.354 "GSM3293924" "IL22R_OFF" 0.003
"1155" 1 1 1 0.45 0.907 0.354 "GSM3293924" "IL1R1_OFF" 0.007
"1156" 1 1 1 0.449 0.885 0.355 "GSM3293924" "IFNGR_OFF" 0.004
"1157" 1 1 1 0.448 0.911 0.348 "GSM3293924" "IFNAR_OFF" 0.007
"1158" 1 1 1 0 0.915 0 "GSM3293924" "TNFRSF1A_OFF" 0.005
"1159" 1 1 1 0.448 0.9 0.366 "GSM3293924" "IL6R_OFF" 0.008
"1160" 1 1 1 0.448 0.911 0.348 "GSM3293924" "IL36R_OFF" 0.007
"1161" 1 1 1 0 1 0 "GSM1656062" "IL17R_OFF" 0
"1162" 1 1 1 1 1 1 "GSM1656062" "IL22R_OFF" 0
"1163" 1 1 1 1 1 1 "GSM1656062" "IL1R1_OFF" 0
"1164" 1 1 1 1 1 1 "GSM1656062" "IFNGR_OFF" 0
"1165" 1 1 1 1 1 1 "GSM1656062" "IFNAR_OFF" 0
"1166" 1 1 1 0 1 0 "GSM1656062" "TNFRSF1A_OFF" 0
"1167" 1 1 1 1 1 1 "GSM1656062" "IL6R_OFF" 0
"1168" 1 1 1 1 1 1 "GSM1656062" "IL36R_OFF" 0
"1169" 1 1 1 0 1 0 "GSM1315689" "IL17R_OFF" 0
"1170" 1 1 1 0.934 1 0.699 "GSM1315689" "IL22R_OFF" 0
"1171" 1 1 1 0.924 1 0.712 "GSM1315689" "IL1R1_OFF" 0.001
"1172" 1 1 0.999 0.903 1 0.689 "GSM1315689" "IFNGR_OFF" 0
"1173" 1 1 1 0.917 1 0.703 "GSM1315689" "IFNAR_OFF" 0.001
"1174" 1 1 1 0 1 0 "GSM1315689" "TNFRSF1A_OFF" 0
"1175" 1 1 1 0.913 1 0.691 "GSM1315689" "IL6R_OFF" 0
"1176" 1 1 1 0.917 1 0.703 "GSM1315689" "IL36R_OFF" 0.001
"1177" 1 0.999 1 0 0.989 0 "GSM1930385" "IL17R_OFF" 0
"1178" 1 1 1 0.997 0.99 0.998 "GSM1930385" "IL22R_OFF" 0
"1179" 1 1 1 0.996 0.989 0.999 "GSM1930385" "IL1R1_OFF" 0
"1180" 1 1 1 0.996 0.986 1 "GSM1930385" "IFNGR_OFF" 0
"1181" 1 1 1 0.995 0.988 0.999 "GSM1930385" "IFNAR_OFF" 0
"1182" 1 1 1 0 0.992 0 "GSM1930385" "TNFRSF1A_OFF" 0
"1183" 1 1 1 0.997 0.991 0.998 "GSM1930385" "IL6R_OFF" 0
"1184" 1 1 1 0.995 0.988 0.999 "GSM1930385" "IL36R_OFF" 0
"1185" 1 1 1 0 1 0 "GSM1315690" "IL17R_OFF" 0
"1186" 1 1 1 0.912 1 0.912 "GSM1315690" "IL22R_OFF" 0
"1187" 1 1 1 0.921 1 0.921 "GSM1315690" "IL1R1_OFF" 0
"1188" 1 1 1 0.928 1 0.927 "GSM1315690" "IFNGR_OFF" 0
"1189" 1 1 1 0.938 1 0.937 "GSM1315690" "IFNAR_OFF" 0
"1190" 1 1 1 0 1 0 "GSM1315690" "TNFRSF1A_OFF" 0
"1191" 1 1 1 0.91 1 0.908 "GSM1315690" "IL6R_OFF" 0
"1192" 1 1 1 0.938 1 0.937 "GSM1315690" "IL36R_OFF" 0
"1193" 1 0.977 0.975 0.159 0.876 0.063 "GSM3293914" "IL17R_OFF" 0
"1194" 1 0.989 0.99 0.268 0.901 0.107 "GSM3293914" "IL22R_OFF" 0
"1195" 1 0.996 0.988 0.268 0.883 0.116 "GSM3293914" "IL1R1_OFF" 0
"1196" 1 0.993 0.937 0.268 0.866 0.101 "GSM3293914" "IFNGR_OFF" 0
"1197" 1 0.996 0.988 0.268 0.883 0.116 "GSM3293914" "IFNAR_OFF" 0
"1198" 1 0.994 0.974 0 0.868 0 "GSM3293914" "TNFRSF1A_OFF" 0
"1199" 1 0.993 0.982 0.266 0.916 0.116 "GSM3293914" "IL6R_OFF" 0
"1200" 1 0.996 0.988 0.268 0.883 0.116 "GSM3293914" "IL36R_OFF" 0
"1201" 1 1 1 0 1 0 "GSM1930388" "IL17R_OFF" 0
"1202" 1 1 1 1 1 1 "GSM1930388" "IL22R_OFF" 0
"1203" 1 1 1 0.999 1 1 "GSM1930388" "IL1R1_OFF" 0
"1204" 1 1 1 1 1 1 "GSM1930388" "IFNGR_OFF" 0
"1205" 1 1 1 0.999 1 1 "GSM1930388" "IFNAR_OFF" 0
"1206" 1 1 1 0 1 0 "GSM1930388" "TNFRSF1A_OFF" 0
"1207" 1 1 1 1 1 1 "GSM1930388" "IL6R_OFF" 0
"1208" 1 1 1 0.999 1 1 "GSM1930388" "IL36R_OFF" 0
"1209" 1 0.88 1 0.213 0.969 0.087 "GSM2211713" "IL17R_OFF" 0
"1210" 1 0.957 1 0.44 0.964 0.16 "GSM2211713" "IL22R_OFF" 0
"1211" 1 0.963 1 0.452 0.973 0.143 "GSM2211713" "IL1R1_OFF" 0
"1212" 1 0.952 0.999 0.417 0.973 0.16 "GSM2211713" "IFNGR_OFF" 0
"1213" 1 0.955 1 0.462 0.971 0.152 "GSM2211713" "IFNAR_OFF" 0
"1214" 1 0.946 1 0 0.972 0 "GSM2211713" "TNFRSF1A_OFF" 0
"1215" 1 0.954 1 0.409 0.975 0.126 "GSM2211713" "IL6R_OFF" 0
"1216" 1 0.955 1 0.462 0.971 0.152 "GSM2211713" "IL36R_OFF" 0
"1217" 1 0.877 1 0 0.999 0 "GSM2882402" "IL17R_OFF" 0
"1218" 1 0.975 1 0.981 1 0.643 "GSM2882402" "IL22R_OFF" 0
"1219" 1 0.98 1 0.984 0.999 0.624 "GSM2882402" "IL1R1_OFF" 0
"1220" 1 0.983 1 0.983 0.999 0.664 "GSM2882402" "IFNGR_OFF" 0
"1221" 1 0.985 1 0.985 0.998 0.626 "GSM2882402" "IFNAR_OFF" 0
"1222" 1 0.953 1 0 1 0 "GSM2882402" "TNFRSF1A_OFF" 0
"1223" 1 0.982 1 0.986 1 0.655457 "GSM2882402" "IL6R_OFF" 0
"1224" 1 0.985 1 0.985 0.998 0.626 "GSM2882402" "IL36R_OFF" 0
"1225" 1 1 1 0 1 0 "GSM1315694" "IL17R_OFF" 0
"1226" 1 1 1 0.997 1 0.997 "GSM1315694" "IL22R_OFF" 0
"1227" 1 1 1 0.998 1 0.998 "GSM1315694" "IL1R1_OFF" 0
"1228" 1 1 1 0.998 1 0.997 "GSM1315694" "IFNGR_OFF" 0
"1229" 1 1 1 0.999 1 0.999 "GSM1315694" "IFNAR_OFF" 0
"1230" 1 1 1 0 1 0 "GSM1315694" "TNFRSF1A_OFF" 0
"1231" 1 1 1 0.999 1 0.999 "GSM1315694" "IL6R_OFF" 0
"1232" 1 1 1 0.999 1 0.999 "GSM1315694" "IL36R_OFF" 0
"1233" 1 1 1 0.224 1 0.225 "GSM1315777" "IL17R_OFF" 0
"1234" 1 1 1 1 1 1 "GSM1315777" "IL22R_OFF" 0
"1235" 1 1 1 1 1 1 "GSM1315777" "IL1R1_OFF" 0
"1236" 1 1 1 0.997 1 0.999 "GSM1315777" "IFNGR_OFF" 0
"1237" 1 1 1 1 1 1 "GSM1315777" "IFNAR_OFF" 0
"1238" 1 1 1 0.003 1 0.004 "GSM1315777" "TNFRSF1A_OFF" 0
"1239" 1 1 1 0.998 1 0.999 "GSM1315777" "IL6R_OFF" 0
"1240" 1 1 1 1 1 1 "GSM1315777" "IL36R_OFF" 0
"1241" 1 1 1 0 1 0 "GSM1315643" "IL17R_OFF" 0.008
"1242" 1 1 1 0.953 1 0.949 "GSM1315643" "IL22R_OFF" 0.008
"1243" 1 1 1 0.942 1 0.938 "GSM1315643" "IL1R1_OFF" 0.007
"1244" 1 1 1 0.949 1 0.95 "GSM1315643" "IFNGR_OFF" 0.004
"1245" 1 1 1 0.947 1 0.944 "GSM1315643" "IFNAR_OFF" 0.01
"1246" 1 1 1 0 1 0 "GSM1315643" "TNFRSF1A_OFF" 0.011
"1247" 1 1 1 0.946 1 0.941461 "GSM1315643" "IL6R_OFF" 0.008
"1248" 1 1 1 0.947 1 0.944 "GSM1315643" "IL36R_OFF" 0.01
"1249" 1 1 1 0.003 1 0.003 "GSM1315743" "IL17R_OFF" 0
"1250" 1 1 1 0.986 1 0.851 "GSM1315743" "IL22R_OFF" 0
"1251" 1 1 1 0.989 1 0.868 "GSM1315743" "IL1R1_OFF" 0
"1252" 1 1 1 0.99 1 0.87 "GSM1315743" "IFNGR_OFF" 0
"1253" 1 1 1 0.988 1 0.868 "GSM1315743" "IFNAR_OFF" 0
"1254" 1 1 1 0 1 0 "GSM1315743" "TNFRSF1A_OFF" 0
"1255" 1 1 1 0.991 1 0.86 "GSM1315743" "IL6R_OFF" 0
"1256" 1 1 1 0.988 1 0.868 "GSM1315743" "IL36R_OFF" 0
"1257" 1 1 1 0.002 0.898 0.002 "GSM3293915" "IL17R_OFF" 0
"1258" 1 1 1 0.809 0.892 0.854 "GSM3293915" "IL22R_OFF" 0
"1259" 1 1 1 0.829 0.883 0.863 "GSM3293915" "IL1R1_OFF" 0
"1260" 1 1 1 0.812 0.902 0.854 "GSM3293915" "IFNGR_OFF" 0
"1261" 1 1 1 0.827 0.882 0.86 "GSM3293915" "IFNAR_OFF" 0
"1262" 1 1 0.998 0 0.898 0 "GSM3293915" "TNFRSF1A_OFF" 0
"1263" 1 1 1 0.808 0.876 0.835 "GSM3293915" "IL6R_OFF" 0
"1264" 1 1 1 0.827 0.882 0.86 "GSM3293915" "IL36R_OFF" 0
"1265" 1 1 1 0 1 0 "GSM1930392" "IL17R_OFF" 0
"1266" 1 1 1 0.638231 1 0.638 "GSM1930392" "IL22R_OFF" 0
"1267" 1 1 1 0.68 1 0.682 "GSM1930392" "IL1R1_OFF" 0
"1268" 1 1 1 0.679 1 0.686 "GSM1930392" "IFNGR_OFF" 0
"1269" 1 1 1 0.679 1 0.68 "GSM1930392" "IFNAR_OFF" 0
"1270" 1 1 1 0.001 1 0.001 "GSM1930392" "TNFRSF1A_OFF" 0
"1271" 1 1 1 0.686 1 0.689291 "GSM1930392" "IL6R_OFF" 0
"1272" 1 1 1 0.679 1 0.68 "GSM1930392" "IL36R_OFF" 0
"1273" 1 1 1 0 1 0 "GSM1930386" "IL17R_OFF" 0
"1274" 1 1 1 0.84 1 0.845 "GSM1930386" "IL22R_OFF" 0
"1275" 1 1 1 0.823 1 0.823 "GSM1930386" "IL1R1_OFF" 0
"1276" 1 1 1 0.824 0.997 0.828 "GSM1930386" "IFNGR_OFF" 0
"1277" 1 1 1 0.846 1 0.849 "GSM1930386" "IFNAR_OFF" 0
"1278" 1 1 1 0 1 0 "GSM1930386" "TNFRSF1A_OFF" 0
"1279" 1 1 1 0.847 1 0.851 "GSM1930386" "IL6R_OFF" 0
"1280" 1 1 1 0.846 1 0.849 "GSM1930386" "IL36R_OFF" 0
"1281" 1 1 1 0.067 1 0.064 "GSM1315636" "IL17R_OFF" 0
"1282" 1 1 1 0.343 1 0.34 "GSM1315636" "IL22R_OFF" 0
"1283" 1 1 1 0.34 1 0.333 "GSM1315636" "IL1R1_OFF" 0
"1284" 1 1 1 0.359 1 0.355 "GSM1315636" "IFNGR_OFF" 0
"1285" 1 1 1 0.317 1 0.317 "GSM1315636" "IFNAR_OFF" 0
"1286" 1 1 1 0.074 1 0.074 "GSM1315636" "TNFRSF1A_OFF" 0
"1287" 1 1 1 0.357 1 0.354 "GSM1315636" "IL6R_OFF" 0
"1288" 1 1 1 0.317 1 0.317 "GSM1315636" "IL36R_OFF" 0
"1289" 1 1 1 0 1 0 "GSM1930389" "IL17R_OFF" 0
"1290" 1 1 1 1 1 1 "GSM1930389" "IL22R_OFF" 0
"1291" 1 1 1 1 1 1 "GSM1930389" "IL1R1_OFF" 0
"1292" 1 1 1 0.999 1 0.999 "GSM1930389" "IFNGR_OFF" 0
"1293" 1 1 1 1 1 1 "GSM1930389" "IFNAR_OFF" 0
"1294" 1 1 1 0 1 0 "GSM1930389" "TNFRSF1A_OFF" 0
"1295" 1 1 1 1 1 1 "GSM1930389" "IL6R_OFF" 0
"1296" 1 1 1 1 1 1 "GSM1930389" "IL36R_OFF" 0
"1297" 1 1 1 0 1 0 "GSM1315632" "IL17R_OFF" 0
"1298" 1 1 1 0.159 1 0.158 "GSM1315632" "IL22R_OFF" 0
"1299" 1 1 1 0.158 1 0.154842 "GSM1315632" "IL1R1_OFF" 0
"1300" 1 1 1 0.166 1 0.163 "GSM1315632" "IFNGR_OFF" 0
"1301" 1 1 1 0.155 1 0.154 "GSM1315632" "IFNAR_OFF" 0
"1302" 1 1 1 0 1 0 "GSM1315632" "TNFRSF1A_OFF" 0
"1303" 1 1 1 0.164 1 0.163 "GSM1315632" "IL6R_OFF" 0
"1304" 1 1 1 0.155 1 0.154 "GSM1315632" "IL36R_OFF" 0
"1305" 1 1 0.999 0.04 0.999 0.031 "GSM1315618" "IL17R_OFF" 0
"1306" 1 1 1 0.893 1 0.716 "GSM1315618" "IL22R_OFF" 0
"1307" 1 1 1 0.885 1 0.693 "GSM1315618" "IL1R1_OFF" 0
"1308" 1 1 1 0.886 0.995 0.695 "GSM1315618" "IFNGR_OFF" 0
"1309" 1 1 1 0.902 1 0.695 "GSM1315618" "IFNAR_OFF" 0
"1310" 1 1 1 0.073 1 0.058 "GSM1315618" "TNFRSF1A_OFF" 0
"1311" 1 1 1 0.914 1 0.709 "GSM1315618" "IL6R_OFF" 0
"1312" 1 1 1 0.902 1 0.695 "GSM1315618" "IL36R_OFF" 0
"1313" 1 1 1 0.229 1 0.23 "GSM1315667" "IL17R_OFF" 0.093
"1314" 1 1 1 0.671 1 0.663 "GSM1315667" "IL22R_OFF" 0.105
"1315" 1 1 1 0.682 1 0.68 "GSM1315667" "IL1R1_OFF" 0.084
